,a
22590876,6b88cfa692311aa66bbffcf913b989df76141ee9	SOFPNMM12A8C134A71	1
21106873,798777759e3f5f67c64d7cf014fba5bcf142986f	SOLMZSU12A6701C7A5	2
4601587,afd9f0d27d0029a3c5b1ced96151775bce7b66a7	SOPHPWF12A6D4F970E	1
40280155,17b59998102e2185d7cb0f0e80426d77fbdad73f	SOZPRNU12A58A7B1CF	2
33153890,b0086d791741225f1b6bcbcfcc690c7dbf22bbed	SOADWVI12AF72AAD77	2
44921876,c1d29799567024a57e9d927d7b447a114d27dac4	SOJQKQW12A8C14231D	3
35639574,fa8bade6890076a5a04f9f927f509ba0f4679dfa	SOGUKDL12A6D4FAAB9	5
11825221,2648947568285ba6a257fa53d342dd53f2d7202a	SOALJBV12AB017FC3A	6
13353973,a7a12b443c0b64479cbe7dd73b6bc53246cea574	SOUPDFO12AB0183965	1
13693172,663fd9fed4f53541486ca5617243087360d033be	SOCALRI12A58A7BBC5	1
6933287,d69a749bc49e1f6a2cb06b942a0bb24008f71fa8	SOFAPGJ12A6D4F8C33	5
28296660,46574df9a9b49910dbda98fd415dbb3f698d96c6	SOQZBWC12A8C137225	1
4935931,ba4c516179b81d9dfbe5b3118a2fa363ba73d96a	SOOOYUF12A8C138465	1
41108128,aa0e562413764cdf5944a286cb4bf158b8665474	SOQCGHN12AB0181246	1
7835584,62ec946b2ee4d0379b0c107ea04012fbb7e5abbb	SOADXTU12AB0187DDD	1
33336055,3de7c588aba4045989802cbca8d43a135db46d7f	SOXNKNC12A6701F7A8	4
8792213,f1acb4a5fd600863905160df65853641807c68ef	SOWZSBX12A8C13129B	3
39550293,67bd46cad03e96c1bd451e2704b40e8fe4426a00	SOFDHGD12A8C1384AE	2
22293706,ab81028a7cb1b9585c73ebda78f150eb989f5581	SOZYSDT12A8C13BFD7	3
42910351,399223d14f37657740fdd64f83b1ec7acc9ea8fb	SOLQXDJ12AB0182E47	2
42371822,4d0df307ed9b096713c4711fda2427ead802d2e7	SOXEVQI12AB0189622	12
47997760,97d234a96e8e314d7a80238f2f4c88269d073123	SODWJHM12A6D4F9D38	1
22822530,d53633c68dfd0292f1a8a1dc7315f948c7745052	SOUGCDK12AC95F075F	1
26418476,dcb15de90672ba9e841cb7e8438694b6bb09a9c4	SORGVYS12A8AE48882	2
23398687,718617912b61b6c8913e2c829a0141a38bd87c3a	SOXCZGH12A8C13C4FE	1
25233186,c4992a45ec6ccb2a963c3fc05c71106618eaac11	SOHYXSG12AB0181F28	1
24301394,2a0c1e6c2289a222a7aef8de8f35514ce161b931	SORELEE12A8C13B2B5	1
9449739,03d2981b8845946146d93e1e0b6dc9a4a7ceac0e	SOXCGSM12A8C13BD85	7
42838848,121a53186583fde5082e59cdda1c0653d7e16837	SOQEKYS12AF729FF5D	5
29907174,128f2d66a965aa04febf75deac97385af809ef58	SOPNFTX12A67020455	1
7645444,a30eaff9485e1276369fb8da22ab5ed2061f6bc8	SORNNFD12A8C1442F1	11
48322383,491d048e26c51fcda0744355bf191d4ccf36f118	SOBSOAS12A58A76FC6	1
7098367,78216f662fd2e497bf1e991d1f93d774235e3466	SOHVNYX12AB0181A3D	1
16066770,deb8ebc06ace333617916b75418305598202c61a	SOUJHJX12A8C1432E4	1
35386404,57df9e9bb727e5a272e2d9889dcd57ab1d0e4d87	SOESOQR12A6701CE62	5
29643062,b6fb7f20aef77b792987c00f62a3b1a4903b0885	SOKVSAH12A8C133C6D	1
46535662,97ce00334b1f39c4a8c750c3a8266683c87f0ee3	SOPUXQD12A6D4FA869	3
16702934,506f6ddb5a74a2796c67e6523396b2e4239ec9fa	SOSVLEA12A58A792FD	3
5910063,e9ae565e3a0b293e35e1e156f601a651271d65ac	SOLGLUC12AB018A8FA	2
21378467,8fbd10cbed82f619e45b0c4129097ce6d00b08a0	SOXZSEH12AC468CABB	1
26706308,61b37f9b1af393d3c055c582e8ea519cd1fdfccb	SOKOXWU12AF72AD1BC	1
24588198,cbb7951550a568ebd9aac03cd3593657363f21b2	SOVFHAQ12A8C13BAA9	1
34725972,bf603e213634daaa2bba3e50aa263e73ef445f8b	SOHJMTF12A58A78468	1
18758933,b9c2346dc23821c5616a68cf23d16d752dbf53f6	SOCMIPA12A6310E961	52
45829023,55be002cc6969f0cfbd477bb805d617f5f7ee20a	SOWCUQE12A58A7EE4B	1
30285519,70de22d5fda770c4877d44cc3f4a8cf3b4b31d8c	SOBLDFL12A679AE5A8	2
28298645,4f451a6848e35e4587fb9758d9caf8ab42b898ab	SOIQGDH12A6D4FB300	1
39246459,6430d08c47219acb52d2497dd1673dc0741b7026	SOHHJTA12A8C141725	1
3075094,da1e004204571d20776c4c4cd82556161fcfc0c3	SOFUVPZ12A6D4FCEA3	1
31972313,1ffd0fa3ef04886dbb932e593c992f62a1957d0e	SOAHLDN12AB0189335	3
8860075,e746bb150d2561b6fea1d5a84b0917986e431a6f	SODLAPJ12A8C142002	1
30522899,1301832637445fbf222f5dc00f5ad39e8101cec5	SOIVOKD12A8C135E57	1
45162544,425dd2a5b628804057a882e4cb47bd8cdff8b381	SOFUDED12A81C218BD	5
27156498,475746e8eceb3d9dad7ecad0f561eda086c9637f	SOCKVGS12B0B80A442	1
14633521,0d377c6ebb9520d54847196ce741b0112342885e	SOBMVXB12A582911E5	1
9518489,c925e9350fb4e6efb0a37c282c0dcdb7281bcd99	SOSNJIT12A8159E8DB	19
16078680,c73b437e61ac957a406f2a9b17ef76b8585fbdf2	SOYFOGJ12AB0180624	1
24002607,f6965025ebbbaa7368ac7ac4d2e7ce588db0a04b	SOYCCHA12A6D4F6ECF	1
35985107,f5dbb218184301f3ae1efe64fea1b35a0c266416	SOJXCUO12AB0180F5C	1
17482612,3507eb948aa02b5aa40ad6ed9873dcd96c5b8407	SONLZFH12A6D4F8206	1
18557611,440385a64c8ddb5d4c19f77fc9b1fd095fd3a12d	SOGGPBF12A8C13533E	1
36409517,e0b20f7128d7ae4068c5529ee325cb24ed0d08dd	SOCYKWA12A670201FC	3
12524941,7300f31d1510bb5d20946a0bf6e1c551932a2325	SOVHRXT12A8C1421D1	1
36726876,8cd72b68b51dd191b050b5f59a120b133285476c	SOMEUAJ12A6D4FBB40	1
18587787,eda1b0a84ebc2be7ee5734fe698b8afff6c13a9c	SOMIMPH12A8C14152D	1
30138445,8a653c84cab75b6821d9ae3cc801e367006d477f	SOOTJOY12A58A7CA59	1
38291344,dc009085e8efd01b2e02b36118d3ae40795634e3	SOBFGZA12A8AE4542A	9
41739554,972726c8fce4d8eae0f95ffe85845b8db6cbd5e7	SOTLBTP12A6D4FCFE3	1
6896864,9b1a0f0465b379e82f852ca9520d59eafa15284d	SOMIHYA12AB018DD37	2
32341765,842cad8c7d37e9bbf9dd4db318760681f8e8444d	SOAQJRX12A6701F999	1
30225237,26b1062ba911d339072272dcb507bcba581f9b4d	SOKGVRB12AF72A89BF	1
44175331,afa53314cb4de4e710759710e93eaa73a1e768d2	SONPDCC12A8C139611	1
10870706,a06f1cc03b30f17a817430c1740d64f26f9176f5	SOJIKKM12A8C134E42	1
18942990,c0831e9676df28ee9049b147a3978dfce378566c	SOEZCSR12AAF3B46D8	2
21684068,1cf16e77636eac21f7c6561249d90c4fc40d723a	SOSEXRD12A67ADE28D	1
32606283,49278ffde212545ff02c76244a9e7a52e01a3619	SOOGQVE12A6D4F814F	1
40123960,d371203db29f442a701ab641180e452d7b5721eb	SOSIIPD12A6D4F761F	1
21861485,38ec717813ea9bb683ed268e1a6e2bae6a26705a	SOELIIG12A6D4F94A0	6
31920794,6f963c8d5ec76973c50226ffdd2c80ccbac7d3f5	SOGETEU12A8C1410AA	2
17301199,68f849bbfae634f75923c93cc54ccfe0695b872c	SORIMSM12A6D4FB2D5	1
19091275,48c7527215543318fcfd0e5652826da16020f84d	SOUUUOA12A8C1322CC	2
33852779,9c7733fb9a191754a728c9070722cff60405ccdd	SOWEJXI12A58A7B04F	1
42400491,35521cd42bc4f644b27aa7dbf39db74e682cc757	SOKEYJQ12A6D4F6132	1
25275372,ad5758ddaf5e49646b09d3d8f4e88d6097f2ba2a	SOWWFRK12AF72A08B8	1
45776138,f9978cc9d34390fb3ee420f67c6d1452075f4e9c	SOJOWDM12A8C1391B3	1
46283485,39f29bbe4f131edbecc5fcee70ca44e86eb8f37c	SOMGJJL12AB018E862	1
28919698,da91060b4ef38f87e3574a0d07ab8293c618afbe	SOBIXFH12A6D4F7823	7
30467041,f8a42ae293683838a011f63cd91656c3a1818aa6	SOMCMKG12A8C1347BF	4
16021419,a59257bd15b8cdb6605fb1f71b30e085d435efda	SOMHCQZ12A8C13B1A3	1
21226417,a06f82b42baf8dfeaa2cbf30fe3497e71d97820a	SOMXWNY12A58A7961C	1
25594665,b0594d26c323a94a85dc95eec10262cebac04afe	SOBNGDP12A8C13A26D	4
43100213,03757961f688278afa87c4a5a8ceef30cfd29005	SOSXLTC12AF72A7F54	1
20716214,3fa317f5da4d0d222ad74a3f046cde1772979514	SOOGRQY12AB01865D3	1
12674959,b48fd35a9c410a9f02f3b90b046b1a6c2c102a78	SOYQFBF12AC46881C0	3
43873778,af14bbf869c3637a3fbdfd624f937c6d57c7af21	SOIBVZV12AB0186223	1
13504688,6fae1ceb66ee64de3179485bb331dff84b221d03	SODAVTZ12AAF3B25B8	1
45597386,63d09c56f403c9cdfcab588c527e4146bd7b33b5	SOSLCPN12A6D4FA0DE	2
20404119,265757550f99a42f35b1d86607bce7527627809c	SOWODBS12A67ADE31B	1
34081933,891b0941ce577ce38cc2092fba94cf2e8f7e8d90	SOFZURN12A8C13444E	1
10691570,2b186368a46e69f67736c50a63bce62b172ab776	SOYRHUQ12A8C136CEF	1
32718469,2b475689f296a96dee882422bb974e78b9b8246a	SOBZTMT12A58A7A4C6	1
22078441,b06d175af6ad130b0e37c8df37c7fcfd6ad11fbb	SOGPUZS12A8C1349C8	1
40060726,79f3197b498b6cfdd8887405faa2e2a459d9a7f4	SOYNWKV12A58A7CCE5	1
14959713,5d39df501d8fd2c35dc1b63b7d8b05478cdbe5d0	SORQGSQ12A58A7943B	1
29454434,bd107bf615fae8176290bf53b3715eb1caee7587	SOYJYPX12A58A7B631	5
6609139,f9df00e5a11473267d28618ec622b49d75fb65c5	SOFVUHW12A8C133115	1
19611007,73cf34889fbb02095d0f59d267f2210d97f464f3	SOBAHIW12AB01807CA	10
2812477,4c678f58ee84bab3040a09d946884ec75cc61b42	SOBDXOR12A813557D4	8
35872777,dc9decbf595da76067655e729ee79055f248d64c	SOAZZJX12A8C13338F	1
38639472,eee976bd7eaf08f3be0e645e3f222565301b7263	SONOYIB12A81C1F88C	5
37378684,907e2adfed9a688dae67cc3032a46c85edec9843	SOELRWC12A6701F104	1
15757290,b36037bfc2e0e4e9a60dcf27f30f716cd86781ac	SOWBYZF12A6D4F9424	1
26982831,421b937f2c4147ced46c55f8a9e6bf2ef1a5a0d9	SOCVQYV12A8C1341F4	18
45801298,675e08581346647baa5b800d2e7e27ca598b0843	SODJWHY12A8C142CCE	1
41539632,d225011cb3b8b2a596f59683d461df1fbbe2a014	SOVDLZN12AB0185BEA	1
42179557,bfedceb820723024b2f347cb293932a6229b75f7	SOTCPHT12A8AE46FC5	1
1782648,3d49b5b29bb48a1df67f781e3faccb29e334b6a8	SOZRUPG12AB017EEEE	10
21126252,fa85436a742be6086219c0b81ddcc9db3ff8d28e	SOGTGQO12A6701FB9E	1
4699746,a76b91c22b3610041f3ca3ed9bc44c63500909c9	SOAMALJ12A6D4F9CA2	1
43235412,a40bc034bb9964345e875dc583fafab547300cf7	SOLZLCF12A6D4FC3B3	7
28136528,69576df3e2c0c389c8e998c18b29e81b00b8c301	SOTVMKH12A6D4FDAF6	8
33209381,8f2442e0dd27c552855d5bf7a0a11ab8c5b9509c	SOEQOQX12A8C135719	1
25241619,ef7c232ff9fd537fa81dd8107ac63a2ac2cfbb48	SOUDBWL12A6D4F8155	2
44748606,00a18c2403fc5ba322f66d04d7f0b3eb61734792	SOLJZIY12A8C1381A4	4
2707223,b646ea51c3a31b7491d2c93fe7c8bae26647a266	SOYQVEX12AB017ADE9	1
39703834,94d2219415da657f1a4c1aef2adccc9770a52a80	SOHGIXY12AF729E790	1
39289834,21db79b3f0f4cc902768c99d3742a474b80b3031	SOQTPLM12B0B809575	4
26565838,c2837ee1f4c33a8d30865125fbb6c9fd57e4150d	SOYYBHE12A6BD53865	1
12071591,fa6fa816496096b3bd3cb9f62589ca39d5e5c551	SORRRWR12A6D4FA528	1
2898590,780140d1211e20efde86813dc2812b4603c78bb9	SOYEOFI12A8AE466D3	2
41167235,9dfd2a436917a36b926e7105838aeb5ca599f666	SOZVCRW12A67ADA0B7	1
26461964,1aab32a361c7f3f16622c375741818beb0daa128	SOVMCAR12AF72A1268	1
21785166,b043a5a54ed8eea0f857f1a75fb951f94740411c	SOHFXJS12A8C13DA8A	1
45766607,4272fabce3758f413c96b5ae061f5ed589fba9ef	SOWVVBG12A6BD506F2	1
26211369,efa6e542596911477566c8545fd0130162da105b	SOLVHFF12A6701DB18	2
45368069,bebe441194b622de888f6b6999a00acb1fc9170c	SOTWWXM12A6311084B	2
4611228,413269ae84498105bf7f3faa24da5f5dc4df8443	SONTGEB12A6D4F8794	5
12667552,62c63e67b1097471567b2cb0d3c56d1d6039e925	SOQGASJ12A58A76E18	5
41163215,8a3948a1cd2921e648839d7fb24f7544b525c5b2	SOEKVCJ12AB0185E18	1
34550758,c8d4e0e9fc62328a6da97ba0544230a42c6626bb	SOSROFB12AAF3B4C5D	1
47370213,271880692471797a8fd33b1b462b931deb450498	SOQNZKL12A67ADE2D5	1
9797569,3338352dea91dd4f264acb052bd5c31c67eddd95	SOPROQQ12AB017AE93	2
47275841,4d42b1ee819303fd5cf460f9e2d49938810ebf8d	SOCXBDA12AB018153E	1
6122728,015b6834ffa57443428e23504c08da7cc134fbe1	SORRWJC12AB01882A0	13
34440631,2ef7baa69e4e19924a4e0c1c0ceb4be86d9f1b7a	SOWEUOO12A6D4F6D0C	4
44195100,34aa4bc26685a06395aa7162ae3f929930792e6a	SOWMLZG12AB0180961	1
9043868,8e32e4c31ff32e809c7f3f0a3b6cfe8adee01249	SORYUIV12AB018AC55	2
45037965,6d67bbed06eff51a624104612f14012ca2cb1c7e	SOUSMXX12AB0185C24	1
4067238,cb100e87749d9cb9bbea9b29d8fb376256cb68c3	SOTWQVC12A6D4F5EA5	1
38696293,72cd0f4cdb46876fcb6252e72dee3bcd3d514530	SOCWNWP12A8C142706	2
1087085,12dc46f6b60a8380b03e8d7c45a7e9fb0f97c96f	SOJPFQG12A58A7833A	2
35748973,1eb1e569e674fb01d92ed57245dbeeb91d34a469	SOMYBNW12AB0180654	1
35630514,3d02795a3d3f724db63c5e2c644c5aaa397dc0e6	SOTDKEJ12AB0187AAA	2
41989651,4a1bdf5ddc1e08966c246033e51e6556c1a4a7f5	SOEMIJG12A8C140BE1	1
42435454,ef30aeb553c3f892dc45d5ff9ef27986ea9cb516	SOFRQTD12A81C233C0	1
38415176,930e9b89c26857abdfe16e94a398b6102fc7c4ec	SOCYBIP12A6D4F7826	1
33610928,5f3e84c4708ca019986de0449521f73d8660463f	SOQFNYF12A58A7B8D6	1
32948325,fb343c5243e1170a6e3eab6c4d1ab51ab96780af	SOVDSJC12A58A7A271	8
41621447,1e920b6badaff0012af73ebe645fc02b8622cde5	SOLFPJD12AB018BE9F	1
9194992,ae238349015fb4c1480f61b85e827bf006ec69ca	SOIQHPL12A6701F061	7
15297592,d88c43240f1c9d2a20832ca84bf070228856c74e	SOQQQMM12A6310DFCC	1
23468861,81a052fc8828941de28c2f5292c728e6e43344c9	SOTMEQD12A8C13D5AB	1
47338983,c9e2dd84d766cc96162b5ba3f97aa3875af838e8	SOKYQNP12A6BD53D5D	1
27777656,cc6ce2f0b26ce1548a1819f00fffdbc9374d508a	SORUUWO12AB018DE5F	1
23830702,385eacae795ff59b12b28e532cca1eb2643a31a6	SOJETPF12AB017C6C7	1
38394169,6102937285b92d0e71fe9b75cae02786cd7debcd	SOEPKNW12A58A7CA15	6
31470347,b4a62753fcedc20814279fff80508dcb77523112	SOHQMSO12AB0187696	1
40242745,357902757521e52c4c4976b26cd48d232579019c	SOWDSLW12A8C13CF39	1
4256190,81fa718e5f2bcb1561f4426ef63df3a5b78a4634	SOFRZBI12A8C145A85	1
33234313,ad4c9aed082ef9bcb593232a4df6552618a2d99d	SOIUHKT12A8C131EF9	1
48169900,75957573dbb66e786951b1089b4cfad14be40f62	SOLWNAA12A8C13B605	2
12742236,ad8483ba9a5dc1c5725d12039e74057f2d53a039	SOLGTCG12AB01870CD	1
5329598,6197d69e81e5309d7dfc436197ed143e107ad926	SOPXKYD12A6D4FA876	3
31432480,bbbd3328d0c8a84e8fdc5ae851073b541bfc5ede	SOEGDYV12A8AE48EDE	1
6961483,003efa2f6f27dd602fa93d6338906030df6c3331	SONPPVD12AB0185514	1
43912309,ffd54bb063255ae53100d3894de6befcb52c00f5	SOBRRYS12A8AE48432	1
17914653,c507df6ef388daf1602a58a264fd0652e3b0d5b0	SOFGIVB12A6D4F5923	7
32833398,f41924f9d724cf4b926b9c064d72a7b505ee21e2	SOVAEBJ12A58A7A364	1
1718282,198fab2dc0c0ade2a5baab75195dd504e2662a86	SOJJKTR12A6701F083	1
2859400,04a69d63ad7d5989f4385bb253ccd45812e587ac	SOXLJXH12A8C13D903	1
48324356,6bd394187af044eb0a6a93c30692c6e13a0770d2	SOKRQHU12A6D4FA421	1
14835581,ba61ecc58f4a44e4e5436bdbe256d6b9cddd9e0d	SOEIWVQ12AB018213F	3
18828062,20690cbbace7559f6d27ca87944036477ca93674	SOBNLNO12A6310F0D8	1
3059420,46c00d3b5dcd13cc6921715d6eea8cdc7aa5fc37	SOWRTJD12A8C132704	1
43247080,3ebc69e1fd4844bab3f2c0bdbd0f6ee3b5895d20	SOMYHEO12A58A7A117	1
29407747,e1aa3021cf4b836ab81d9b322ba28304c7e6f95f	SOEPJPV12A8C13DE9F	1
4250448,dea228ac26eea1cbba683c4c269ccf3f0d542a12	SOXMCSS12A6D4F5FD8	1
5000466,b77074efc979c4d01e9e6eec425bca4695c3b8be	SOEGXLI12AB018A228	145
10324907,16383573e6e21b1692a4fb68057708ae005530f8	SOMCVTM12A6D4F4F1C	2
13846412,c3f32b797e558d5ff070e202fef3773d301e291f	SOLLHXV12A8AE47CD4	1
18770420,2a0712034bf4053897435cb0cba12c0151d94754	SOGCDYR12AC961854A	1
47752176,fad16c01824c8f77728343f416371f9c5acfc6cf	SORQVPO12AF72A690C	1
32593502,3a7b8d494de0d2ee3466c172e4713acaa1f27131	SOGERUB12AF72A42A7	1
26992615,1334eabfa419f326c5aafc8349da97d6673f3353	SOSUBHV12AF72A4220	1
15606183,3584ec93c836deac5c5c9ce1b88da731d249e099	SOYZMJU12A6D4F6B27	1
27319978,1dbc64c7f87a2f538127d41fd855059cebd38c19	SOQYIRM12AB0184F8F	1
40893946,22902370bef93d84a33166e4bd19852178616d8f	SOEJXJG12AB01856B8	1
6528091,45698184aec1ca4b9fe34ba53cc204116890a2ab	SOKYIDV12A58A7956A	2
16282418,34aa1032694d639d4ba5c8b56d9a54308c00fea6	SORHDFY12A8C144508	14
25030078,7bff7e47732374a5f5d2fa7f9768e0e0ffd1dc6d	SOGELNH12AB017F92C	2
7372300,8adb0ddc73c9b1a44d1d97bf61df740a63fe6d4d	SONHWUN12AC468C014	1
4087265,8332236a21394e00da04e561377626d4256e47b6	SOGJPMB12A8C13A9DB	3
9372784,445fde7bff86cfd11332fea8109b2aa4cf0a423a	SOVLBFQ12A670218F7	1
37396674,49b953931b1936edb01d7cf35a3dc0888ce505a3	SOWBHRF12A8C137AB2	2
38673779,3e084c2591a7eb75bd0ab64f54fdd111cd2e97a5	SORHRGK12AB018FAFC	1
23603676,935f269cff15f8205b1e21e5a8cfdc1aaaedd8cd	SORQGWW12A6D4FD0EB	1
26650236,0b96970702ccf92e0630a3ecfa1de74c5972264a	SOCLCAZ12AB018A4CE	1
29767506,3c626ac5c0ee5797fa1e3d3a3f98813923cb43be	SOTPQSG12A8C13FEDB	1
3461989,266a0363e24121ddcdd56c20d15499c2e7e94441	SOLSDOW12A8C13EB08	1
7759289,1a787a828903d009dc1e0dfe8bee8a4e29391601	SODYQBI12A8AE48DB4	1
43399880,de254d9b52f971ec9219e0c991f70bfb4c46d472	SOWWCNJ12A81C1FFA5	1
15456686,ffd979d3c0fa5a689fe0ad8d2ecf2c82f0b883df	SOIONCJ12A8AE46FF4	30
37127297,22eabbffaa135647806ca09bf2ed337a4c55b312	SOGEWKG12AF729FA46	1
42379674,e59956df284348fd47b979114f8f6cf106b3d13f	SOLRGVL12A8C143BC3	2
36161430,8085bfb76a1b16cb62957a2e48a5eb3ee8c22e18	SOWZUEB12A8C12FF12	2
42271120,b211f932751bfcda2670b13d85be14951266b412	SOKIICY12AB0187FC5	5
41924064,aac5dbfbf1fee9f1f9b587a8e5bfd081d4eba6fd	SORXZDL127D9765229	1
23908375,c019afae18742194f5f14e51c9238ef5192f20d9	SOENRRU12A6701BF1A	1
40174821,a78189fec3cfd309527e1f244136d02a4c5d24bb	SORHJYH12A6D4FBF0D	3
44477388,e85f7f5898f3abdba7347f9e876f166aed660494	SOQNOCT12AB017A90E	1
28107231,c1ad7814271e252f0cf75d056706e9dec95d3e46	SOLEADQ12A8C13922B	1
898366,13ac51ac39c657a0034e7253499bee84fe6d75ed	SOWEFXC12A6D4FA230	3
18928583,a6bc4c2fc75ff48d6fc3487c10cab601eb485462	SOODZZZ12A6D4F7567	3
22475896,e9c43ace1ab06647f66010bacfcd4454a61e99f0	SOLMDRD12A8C132D16	4
8016303,e72c90503105b74a2c7059ef535c89e86c74c539	SODLZYO12AB017DEFC	1
13992276,323ce2f60a065fc3b2c58df667c3505dc53047a0	SOQRNHZ12A8C144D10	3
6277686,14a77b0d9dd949149a5c91a2780d44c88bb47b44	SODKHXA12A8C13DD8A	1
31693498,93c101c4ff639fdecd99bc643417f323c90ff462	SOVXJVN12AF729CE82	1
1018593,b2518d0944c74718e8454ea24e26f3fa86ad7af7	SOXQMTH12A58A7BE9E	1
13830372,f16bb3653c58c89ee12bb57ecee72d167e4b8b73	SOMAOBO12AC4688FD7	8
46917812,99c996b71eadaa3795c6e12171df35906bf06caa	SOEBQBO12A6D4F66C4	6
43195118,956dc1095d8f22575d3936191ce20b789b0ffc4d	SOPIJLH12AB017DB7C	1
17897641,47ff405fd34cef7de89c6609e4caaacc7005ac23	SOMQFXG12A8C13E546	6
9055987,86fd37bdbfb4cc22c76970b164c5a7f1bdea1b93	SOLEUST12A6D4F56F7	2
14794026,5acbe01d16502d09d5a9ac345f67b40301f41602	SOORLVA12A8C142EFD	1
27228463,cb950ff4277f991754bc11b7a821335c6d1f7a3d	SOITKAY12A8C1323CE	1
34432602,81f673a478e66d88a3cda7e3178f40419c0e9207	SOWJRMD12A6D4FA5FD	1
27386684,f7039bbfc3a2ad0039b65732bb7b58f020e2691a	SOHQVLY12A6D4FC2F7	1
10666528,04017df188bd30e2b1a36c15d1233bbd69090811	SOOCURD12A81C21C23	3
37749686,1489608f5f062fcf8fa468cc7c18bb004722ae39	SOFIKRT12A6701D302	2
32914284,49c791e39a8f5cfd273da4283839892397fb7507	SOUCAXC12AF72A923C	1
6956838,da02419981d3db050c261d95e6eb3c43c25991c4	SOLDCOV12AB01812F8	7
8391473,3fa7d33110bc5f1d2b48617a981130d3c05a3924	SOJSTYO12A8C13F200	1
13670699,c8b441ddc4ebb57b62ef78837027d00d10f386d8	SOELOOM12AB017DB4C	4
7846150,7da6670353cdbf94a6289bff16e1b43dc0908177	SOZWUVC12AB0186019	1
3299081,aa1964e4ddeb0bc3a184cd0698bdaa741f661067	SOXWYZP12AF72A42A6	3
30503484,ba9fe56029a8c4363eb44bbb2220c65b65b63f83	SOWULAI12A67020A1E	2
29568523,e4a086e5a8488ae9e7305dd843469fad120be3a8	SOSQMKE12AB018A380	2
32912105,bfb6491bb836ca602c3718ba3a02eb1819d4c1d9	SOPRVRS12AB0183966	1
31449237,7c2303f4e376429e973ab44695cd15d2ade4062c	SOGDCDH12A6D4F6C65	1
7891356,3c6447014ceba87016e79efd9c08b8754423ea40	SOZQIVM12AB017E2AA	1
217222,71cf32f8871060079133fb15238ec8a38937e676	SOVZHYS12A8C14663F	1
31967017,22bc10742ab023c63869701c331335a79c4d54a6	SOFRQTD12A81C233C0	4
42926429,798688175568e36baa41633a60b9d4b12a1a7bb6	SOYAIPB12A8C143D84	1
5967459,cd9239dbf99c3df5e8f4c900a0aa658184b890d3	SONHWUN12AC468C014	1
1733810,9ebc10c5f073049f7969940d90771c0cdcb6aa00	SOGHFGV12AB0182BDD	1
23381557,cb0a7e7b50d148cea219434307d59906d0fa8d1b	SOBOAFP12A8C131F36	1
12405652,2e4aafcf41996c073b9c8ae122b35829f4b38bc5	SOVTXUB12A58A786A3	1
23615693,601314361f636586dc8107bd56819e4d291c4ba6	SOPBAZT12A6D4F8E88	1
17611643,7bf88c3af83c6d7db01b98ab1a730ebff93f70ce	SOAEQAP12A58A7795E	3
28217753,23ec1dfdb990643c269efef7b2ac6742283701aa	SOTVOKD12A8AE47523	1
43430125,d71ffa67ff82ea1b9c778879c80670f22ea8055a	SOSDBRI12A8C13A609	2
47367704,b78886f4ad02a732209518e9c91b84cce3b5d4fc	SOYPMAP12A8C13FB7D	1
22161067,b676c6e135bd3eb1a7462097901cbc3dc8d9b2db	SOFQYNW12A8AE4560F	4
1073136,314ab03b83c390bfdcc22bf640075e347a6755d3	SOMSIGU12A8C1422FB	1
38486702,4e04372ad1dbea46737e655bb7f4740f0ce12204	SOVFUXP12AB018F6F0	4
38423715,393ced941849da09a2039fdaf516022af64c0aa7	SOSLAJE12AB018DA78	1
12501892,cd6c46b16c61a24bc8c5ab8843fe73622f446cb4	SOWZKDH12A6310F998	1
38630847,449f521a2cb00906fad8af5b6d7210bec4b41f4b	SOBQUNN12A6701DD71	1
24435725,147e40a2471f2863e3ef90439debe12a869b8f2f	SOVFSWY12A6D4FB0BE	1
4659710,310c2f12c44f8e646caca4484e8b9a3ce5e05202	SOCZUBU12A8C1311DD	1
47890599,9e303f180444518b6049d428df71a5adef91b7ff	SOVZSCE12B0B806C00	2
36972313,dfa94c33a4ac9428bd1c06fb21be4f8e96bce09a	SOFRQTD12A81C233C0	2
1955222,845f1d3ee002b3b1770f999645a878a950511082	SOCVTLJ12A6310F0FD	1
8260294,a7044f8370b29f8a15198b8879f16eecbec13bd7	SOIWTCD12A6D4FB16E	1
663571,dc26e4cd4a5e0f1fc0ea5efdd9d80296b7156207	SOWLOZD12AB018326B	1
13537293,b39995c321c03f36c436c0c5f2ca28aab5ba1bbd	SOPRHFU12A8C13A256	1
35522630,289358ca533728c662c41b52b6d8d7be0f76c74c	SOQWWRG12A6D4F6C43	2
7119597,6e6455347e6d5cb2a3a679155ba5885a3ffe5a9a	SOKSZEI12A8AE46E1A	3
18957555,395a3571a30171b60a182583db2cd99ee96570d5	SONSFOJ12A8C13C023	28
45110708,9017c6bf3b4a4a98182bc15a9d3f85d34ba70ad7	SOEYZTL12A8C140614	1
23739335,cca8c9aad32dbc4e378d3040f3ea582b25f9682e	SONYVNA12AF72A3AF8	6
11619117,c75ca8936da01de818132763d02985947a07bdfe	SOGWNYU12AAF3B3CE8	7
33695442,f3cf5948b5a2213a14b5f5b77ea07df83334840b	SOUULQA12A8C137E96	1
17182707,4f2e950880b6b09e4920d2157a24637db2441107	SOEVXEV12A6D4F6F1D	1
2587431,22a6bc85b7a7e49e11e125278e8b1638547ff027	SOTGCVG12A67021630	1
